	display_name	start_date	end_date	sw1_code	sw1_name	sw2_code	sw2_name	sw3_code	sw3_name
002021.XSHE	ST中捷	2004-07-15	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
002722.XSHE	金轮股份	2014-01-28	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
300307.XSHE	慈星股份	2012-03-29	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
600302.XSHG	标准股份	2000-12-13	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
600545.XSHG	卓郎智能	2003-12-03	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
600843.XSHG	上工申贝	1994-03-11	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
603095.XSHG	越剑智能	2020-04-15	2200-01-01	801890	机械设备I	801074	专用设备II	850721	纺织服装设备III
000157.XSHE	中联重科	2000-10-12	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
000425.XSHE	徐工机械	1996-08-28	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
000528.XSHE	柳工	1993-11-18	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
000680.XSHE	山推股份	1997-01-22	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
002097.XSHE	山河智能	2006-12-22	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
002459.XSHE	晶澳科技	2010-08-10	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
600031.XSHG	三一重工	2003-07-03	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
600375.XSHG	华菱星马	2003-04-01	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
600761.XSHG	安徽合力	1996-10-09	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
600815.XSHG	*ST厦工	1994-01-28	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
600984.XSHG	建设机械	2004-07-07	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
603298.XSHG	杭叉集团	2016-12-27	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
603611.XSHG	诺力股份	2015-01-28	2200-01-01	801890	机械设备I	801074	专用设备II	850722	工程机械III
002890.XSHE	弘宇股份	2017-08-02	2200-01-01	801890	机械设备I	801074	专用设备II	850723	农用机械III
601038.XSHG	一拖股份	2012-08-08	2200-01-01	801890	机械设备I	801074	专用设备II	850723	农用机械III
603789.XSHG	星光农机	2015-04-27	2200-01-01	801890	机械设备I	801074	专用设备II	850723	农用机械III
002204.XSHE	大连重工	2008-01-16	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
002483.XSHE	润邦股份	2010-09-29	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
002523.XSHE	天桥起重	2010-12-10	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
600169.XSHG	太原重工	1998-09-04	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
600320.XSHG	振华重工	2000-12-21	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
601399.XSHG	ST国重装	2020-06-08	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
601608.XSHG	中信重工	2012-07-06	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
603966.XSHG	法兰泰克	2017-01-25	2200-01-01	801890	机械设备I	801074	专用设备II	850724	重型机械III
000852.XSHE	石化机械	1998-11-26	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002278.XSHE	神开股份	2009-08-11	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002353.XSHE	杰瑞股份	2010-02-05	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002490.XSHE	山东墨龙	2010-10-21	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002526.XSHE	山东矿机	2010-12-17	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002535.XSHE	*ST林重	2011-01-11	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002564.XSHE	天沃科技	2011-03-10	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002651.XSHE	利君股份	2012-01-06	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002667.XSHE	鞍重股份	2012-03-29	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002691.XSHE	冀凯股份	2012-07-31	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002698.XSHE	博实股份	2012-09-11	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
002730.XSHE	电光科技	2014-10-09	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
300084.XSHE	海默科技	2010-05-20	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
300099.XSHE	精准信息	2010-08-06	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
300275.XSHE	梅安森	2011-11-02	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
300480.XSHE	光力科技	2015-07-02	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
300837.XSHE	浙矿股份	2020-06-05	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
600262.XSHG	北方股份	2000-06-30	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
600560.XSHG	金自天正	2002-09-19	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
600582.XSHG	天地科技	2002-05-15	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
601106.XSHG	中国一重	2010-02-09	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
601798.XSHG	蓝科高新	2011-06-22	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
603012.XSHG	创力集团	2015-03-20	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
603036.XSHG	如通股份	2016-12-09	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
603169.XSHG	兰石重装	2014-10-09	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
603800.XSHG	道森股份	2015-12-10	2200-01-01	801890	机械设备I	801074	专用设备II	850725	冶金矿采化工设备III
000821.XSHE	京山轻机	1998-06-26	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
002209.XSHE	达意隆	2008-01-30	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
002611.XSHE	东方精工	2011-08-30	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
300195.XSHE	长荣股份	2011-03-29	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
300442.XSHE	普丽盛	2015-04-24	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
300509.XSHE	新美星	2016-04-25	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
300512.XSHE	中亚股份	2016-05-26	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
300521.XSHE	爱司凯	2016-07-05	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
603901.XSHG	永创智能	2015-05-29	2200-01-01	801890	机械设备I	801074	专用设备II	850726	印刷包装机械III
000584.XSHE	哈工智能	1995-11-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
000856.XSHE	冀东装备	1998-08-13	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002006.XSHE	精功科技	2004-06-25	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002009.XSHE	天奇股份	2004-06-29	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002031.XSHE	巨轮智能	2004-08-16	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002073.XSHE	软控股份	2006-10-18	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002111.XSHE	威海广泰	2007-01-26	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002192.XSHE	*ST融捷	2007-12-05	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002337.XSHE	赛象科技	2010-01-15	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002366.XSHE	台海核电	2010-03-12	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002430.XSHE	杭氧股份	2010-06-10	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002529.XSHE	*ST海源	2010-12-24	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002595.XSHE	豪迈科技	2011-06-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002613.XSHE	北玻股份	2011-08-30	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002690.XSHE	美亚光电	2012-07-31	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002757.XSHE	南兴股份	2015-05-27	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002779.XSHE	中坚科技	2015-12-09	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002786.XSHE	银宝山新	2015-12-23	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002816.XSHE	和科达	2016-10-25	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002833.XSHE	弘亚数控	2016-12-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002837.XSHE	英维克	2016-12-29	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002957.XSHE	科瑞技术	2019-07-26	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002975.XSHE	博杰股份	2020-02-05	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300004.XSHE	南风股份	2009-10-30	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300097.XSHE	智云股份	2010-07-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300103.XSHE	达刚控股	2010-08-12	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300151.XSHE	昌红科技	2010-12-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300171.XSHE	东富龙	2011-02-01	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300173.XSHE	福能东方	2011-02-01	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300201.XSHE	海伦哲	2011-04-07	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300210.XSHE	森远股份	2011-04-26	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300276.XSHE	三丰智能	2011-11-15	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300281.XSHE	金明精机	2011-12-29	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300293.XSHE	蓝英装备	2012-03-08	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300382.XSHE	斯莱克	2014-01-29	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300411.XSHE	金盾股份	2014-12-31	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300412.XSHE	迦南科技	2014-12-31	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300415.XSHE	伊之密	2015-01-23	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300450.XSHE	先导智能	2015-05-18	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300457.XSHE	赢合科技	2015-05-14	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300461.XSHE	田中精机	2015-05-19	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300471.XSHE	厚普股份	2015-06-11	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300472.XSHE	新元科技	2015-06-11	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300483.XSHE	沃施股份	2015-06-30	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300486.XSHE	东杰智能	2015-06-30	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300499.XSHE	高澜股份	2016-02-02	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300540.XSHE	深冷股份	2016-08-23	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300549.XSHE	优德精密	2016-09-30	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300551.XSHE	古鳌科技	2016-10-18	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300604.XSHE	长川科技	2017-04-17	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300619.XSHE	金银河	2017-03-01	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300724.XSHE	捷佳伟创	2018-08-10	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300751.XSHE	迈为股份	2018-11-09	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300756.XSHE	中山金马	2018-12-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300757.XSHE	罗博特科	2019-01-08	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300776.XSHE	帝尔激光	2019-05-17	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300802.XSHE	矩子科技	2019-11-14	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300812.XSHE	易天股份	2020-01-09	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300813.XSHE	泰林生物	2020-01-14	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300823.XSHE	建科机械	2020-03-19	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300833.XSHE	浩洋股份	2020-05-20	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
300836.XSHE	佰奥智能	2020-05-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
600444.XSHG	国机通用	2004-02-19	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
600499.XSHG	科达制造	2002-10-10	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
600501.XSHG	航天晨光	2001-06-15	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
600520.XSHG	文一科技	2002-01-08	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
600579.XSHG	克劳斯	2002-08-09	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603011.XSHG	合锻智能	2014-11-07	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603029.XSHG	天鹅股份	2016-04-27	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603076.XSHG	乐惠国际	2017-11-13	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603159.XSHG	上海亚虹	2016-08-12	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603185.XSHG	上机数控	2018-12-28	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603203.XSHG	快克股份	2016-11-08	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603283.XSHG	赛腾股份	2017-12-25	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603289.XSHG	泰瑞机器	2017-10-31	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603318.XSHG	派思股份	2015-04-24	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603337.XSHG	杰克股份	2017-01-19	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603338.XSHG	浙江鼎力	2015-03-25	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603638.XSHG	艾迪精密	2017-01-20	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603656.XSHG	泰禾光电	2017-03-21	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603686.XSHG	龙马环卫	2015-01-26	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603690.XSHG	至纯科技	2017-01-13	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603855.XSHG	华荣股份	2017-05-24	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603895.XSHG	天永智能	2018-01-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603912.XSHG	佳力图	2017-11-01	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603956.XSHG	威派格	2019-02-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
603960.XSHG	克来机电	2017-03-14	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688001.XSHG	华兴源创	2019-07-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688006.XSHG	杭可科技	2019-07-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688012.XSHG	中微公司	2019-07-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688022.XSHG	瀚川智能	2019-07-22	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688128.XSHG	中国电研	2019-11-05	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688277.XSHG	天智航	2020-07-07	2200-01-01	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688559.XSHG	海目星	2020-09-09 00:00:00	2200-01-01 00:00:00	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
688551.XSHG	科威尔	2020-09-10 00:00:00	2200-01-01 00:00:00	801890	机械设备I	801074	专用设备II	850727	其它专用机械III
002367.XSHE	康力电梯	2010-03-12	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
002645.XSHE	华宏科技	2011-12-20	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
002689.XSHE	远大智能	2012-07-17	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
002774.XSHE	快意电梯	2017-03-24	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
002796.XSHE	世嘉科技	2016-05-10	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
002960.XSHE	青鸟消防	2019-08-09	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
300669.XSHE	沪宁股份	2017-06-29	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
600835.XSHG	上海机电	1994-02-24	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
600894.XSHG	广日股份	1996-03-28	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
603321.XSHG	梅轮电梯	2017-09-15	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
603356.XSHG	华菱精工	2018-01-24	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
603488.XSHG	展鹏科技	2017-05-16	2200-01-01	801890	机械设备I	801074	专用设备II	850728	楼宇设备III
000551.XSHE	创元科技	1994-01-06	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
300385.XSHE	雪浪环境	2014-06-26	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
300786.XSHE	国林科技	2019-07-23	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
300800.XSHE	力合科技	2019-11-06	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
600388.XSHG	龙净环保	2000-12-29	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
600526.XSHG	菲达环保	2002-07-22	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
603279.XSHG	景津环保	2019-07-29	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
603311.XSHG	金海环境	2015-05-18	2200-01-01	801890	机械设备I	801074	专用设备II	850729	环保设备III
000039.XSHE	中集集团	1994-04-08	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
002132.XSHE	恒星科技	2007-04-27	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
002150.XSHE	通润装备	2007-08-10	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
002342.XSHE	巨力索具	2010-01-26	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
002487.XSHE	大金重工	2010-10-15	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
002843.XSHE	泰嘉股份	2017-01-20	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
002965.XSHE	祥鑫科技	2019-10-25	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
300228.XSHE	富瑞特装	2011-06-08	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
300402.XSHE	宝色股份	2014-10-10	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
600558.XSHG	大西洋	2001-02-27	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
600860.XSHG	*ST京城	1994-05-06	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
600992.XSHG	贵绳股份	2004-05-14	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
601028.XSHG	玉龙股份	2011-11-07	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
603028.XSHG	赛福天	2016-03-31	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
603278.XSHG	大业股份	2017-11-13	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
603626.XSHG	科森科技	2017-02-09	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
603969.XSHG	银龙股份	2015-02-27	2200-01-01	801890	机械设备I	801075	金属制品II	850751	金属制品III
000008.XSHE	神州高铁	1992-05-07	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
000925.XSHE	众合科技	1999-06-11	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
000976.XSHE	华铁股份	2000-06-01	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
002972.XSHE	科安达	2019-12-27	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
300351.XSHE	永贵电器	2012-09-20	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
300594.XSHE	朗进科技	2019-06-21	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
300851.XSHE	交大思诺	2020-07-17	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
600495.XSHG	晋西车轴	2004-05-26	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
600528.XSHG	中铁工业	2001-05-28	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
601766.XSHG	中国中车	2008-08-18	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
603111.XSHG	康尼机电	2014-08-01	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
603500.XSHG	祥和实业	2017-09-04	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
603680.XSHG	今创集团	2018-02-27	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
605001.XSHG	威奥股份	2020-05-22	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
688009.XSHG	中国通号	2019-07-22	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
688015.XSHG	交控科技	2019-07-22	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
688033.XSHG	天宜上佳	2019-07-22	2200-01-01	801890	机械设备I	801076	运输设备II	850936	铁路设备III
000018.XSHE	神城A退	1992-06-16	2020-01-06	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000022.XSHE	深赤湾A	1993-05-05	2018-12-25	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000024.XSHE	招商地产	1993-06-07	2015-12-29	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000033.XSHE	新都退	1994-01-03	2017-07-06	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000043.XSHE	中航善达	1994-09-28	2019-12-13	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000406.XSHE	石油大明	1996-06-28	2006-04-21	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000418.XSHE	小天鹅A	1997-03-28	2019-06-20	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000511.XSHE	烯碳退	1993-05-18	2018-07-17	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000515.XSHE	攀渝钛业	1993-07-12	2009-05-05	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000522.XSHE	白云山A	1993-11-08	2013-04-26	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000527.XSHE	美的电器	1993-11-12	2013-09-17	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000535.XSHE	*ST猴王	1993-11-30	2005-09-21	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000549.XSHE	S湘火炬	1993-12-20	2007-04-27	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000562.XSHE	宏源证券	1994-02-02	2015-01-23	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000569.XSHE	长城股份	1994-04-25	2009-05-05	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000578.XSHE	盐湖集团	1995-03-03	2011-03-22	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000583.XSHE	S*ST托普	1995-11-01	2007-05-21	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000594.XSHE	国恒退	1996-03-20	2015-07-13	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000602.XSHE	金马退市	1996-08-19	2013-08-14	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000618.XSHE	吉林化工	1996-10-15	2006-02-20	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000670.XSHE	*ST盈方	1996-12-17	2200-01-01	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000693.XSHE	华泽退	1997-02-26	2019-07-08	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000699.XSHE	S*ST佳纸	1997-03-10	2007-04-04	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000748.XSHE	长城信息	1997-07-04	2017-01-17	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000760.XSHE	*ST斯太	1997-06-27	2200-01-01	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000763.XSHE	锦州石化	1997-09-15	2006-01-04	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000765.XSHE	*ST华信	1997-11-03	2005-07-04	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000769.XSHE	*ST大菲	1997-05-30	2005-09-21	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
000787.XSHE	*ST创智	1997-06-26	2013-02-08	获取失败	获取失败	获取失败	获取失败	获取失败	获取失败
